text_clean,label,is_aug
"bonjour bonsoir administration direction courant condition insalubre état détérioré dégoutant douches vestiaires hommes _question_ si non, très grave si oui, encore pire pas expert, petit coup maintenance ne peut pas être aussi compliqué. 1. démonter séparations bois 4 heures worker 2. bon coup nettoyage kärcher appliquant produits désinfection nettoyant mir terre allez 8 heures max worker 3. démonter douches remplacer nouvelles 4 heures max worker 4. monter nouvelle séparation. peut être pas bois cette fois ci éviter moisissures _question_ ; 8 heures max worker total, seul vestiaire, ça coûtera 24 heures travailleur. embauchant 2 travailleurs cela mène 12 heures chaque, 3 travailleurs coûtera 8 heures chaque. quant financement, pense pas mer boire gym cette renommée, surtout voyant prix abos ; vive sport surtout vive propreté hygiène _exclamation_ cordialement",0,False
"très cher, pourquoi obligent gens abonner plus salle _question_ faut abonnement seule salle",0,False
réceptionniste catastrophe _exclamation_ _exclamation_ pas 3inha besh tfaser 9al9a t7esha 0 motivation kont de5el netrena batalt hhhhh,0,False
douche très chaude sachant faisait 34 dehors malgré a réclamé pas mal fois depuis 2 mois presque,0,False
"salle sport vraiment trop chère réceptionniste prétentieuse femme yeux verts bombardait offres acheter cadenas chez nous, acheter serviette . croirait vendeuse. équipements tellement proches uns autres parfois, si quelqu utilise certaines machines, faut attendre fini utiliser machine côté dommage seule salle sport coin.",0,False
"trop bondé très cher propose. plus précisément, a pas assez poids libres. probablement intéressant uniquement ceux souhaitent suivre séances entraînement groupe utiliser machines. manière générale, aménagement médiocre compte tenu agencement.",0,False
"a 40 degré pas climatiseur salle pas compatible telle salle prestigieuse, ça répète kol youm",0,False
plus pire salle sports termes musculation,0,False
"a beaucoup trop monde. ne venez jamais après midi soir. si salle sport compétitive, recommande ouvrir côté celle ci. toujours salle complète.",0,False
ça ne vaut pas prix,0,False
donc bondé. devez attendre machine. très mauvaise expérience entraîneurs. vois meilleur celui platine où obtenez réel respect vrai traitement.,0,False
"ne remettrai plus jamais pieds là dedans. faire voler vêtements casier fermé clé et, cerise gâteau, devoir affronter gérant impoli inconsidéré ne recommande absolument pas.",0,False
"très mauvais service, ne vaut pas payez",0,False
"personnel adorable, entraîneurs compétents cours qualité. gestion très mauvaise, prix exorbitants espace très limité. club bondé mal entretenu prix. peut reprocher certains clients ne pas nettoyer après passage, vestiaires souvent désordre rarement nettoyés. autres centres loisirs certainement meilleurs, celui ci perd plus plus clients.",0,False
"salle trop petite, prix trop elevés 20dt seance _exclamation_ , staff désagreable impoli. deconseille vivement mettre pieds.",0,False
pire expérience . personnelles a accueille partagent fausses informations juste gens payent abonnement première objectif.. pauvre personnelles,0,False
"ferme 15 heures dimanche 18 heures samedi, ne peut pas faire bon entraînement week end quand gens généralement libres, tellement stupide quelqu doit réparer cette merde",0,False
vestiaires très petits. eau piscine trop chaude. sauna a pas lumière. hammam froid.,0,False
personnel impoli,0,False
"trop cher, ça ne vaut pas coup tout.",0,False
atroce. capitalisme toute puissance _exclamation_ _exclamation_,0,False
veuillez régler escalateur panne depuis plus mois trouver solution fuite eau partout système climatisation _exclamation_,0,False
"petit achalandé. gérant agréable. difficile plutôt sauvage, être aise si petit gym... réflexion faites, a donné mauvais horaire lors inscription sans mentionner coupures lors ramadan cela incompatible horaire . tout sale, utilisateurs ne nettoient pas leurs machines yeark _exclamation_ , yoga donne beat hip hop, dance. bref pas moi. parlé connaissance cadre, cette dernière sauvé conversation. service client , déjà entendu parlé _question_",0,False
"trouvé place parking, attitude personnel mauvaise. hobestly ne pas entraîné a décidé aller salle sport menzah proximité.",0,False
"california gym marsa, salle sport insalubre _exclamation_ pas eau chaude douches femmes, odeur nauséabonde égouts, moisissures partout, équipements délabrés, 11 casiers 24 cassés non fonctionnels, fils électriques sortent partout danger vie utilisateurs, chay y7achem w yradded _exclamation_ _exclamation_ الحيوط يتزلبطو تقول في حمام قديم",0,False
"service client défavorable 21 septembre 2021, lac1, tunis, tunisie séjourne temporairement région lac1 tunisie, plus chics pays, quartier affaires quelque sorte. décide aller entraîner salle sport coin, california gym. pass journée coûte 30 dinars. pas problème, paie. cependant, oublié bouteille eau ne boit pas eau robinet tunisie. renseigne possibilité acheter bouteille eau, oui, distributeur. faut pièce dinar bouteille, billet 20 dinars. demande monnaie réceptionniste. a pas. promet ensuite renseigner auprès gérant dès disponible. demande laisser 20 dinars rapporter monnaie bouteille début cours. commence cours. fait très chaud. cours intense. pas climatisation salle, moins pas début. attends patiemment bouteille eau. quelques minutes plus tard, monsieur rend 20 dinars. pas monnaie. pas bouteille eau. continue entraînement, bien décidé tenir coup. quelques minutes plus tard, monsieur apporte belle grande bouteille eau fraîche professeur sport. ne va pas cette photo _question_ feriez _question_ tant client _question_ tant manager _question_",0,False
pas assez o2...,0,False
"belles machines technogym belle vue entraîneurs ne pas très professionnels, ignorent adhérents ne pas coaching privé toute attention filles, sourient seulement elles service restauration très mauvais",0,False
"pas professionnel tout, zéro accueil pas suivi entraînement, pseudo entraîneurs draguer filles pas occuper entraînement abonnés zéro zéro",0,False
"pire salle sport tous temps, équipe salle sport passant équipement bien sûr timing pire 2 10",0,False
"généralement bondé enfants. équipements limités odeur désagréable. trop cher qualité proposée. porte bien nom, tout.",0,False
"california gym décevant plusieurs raisons. salle petite constamment bondée, rend entraînement inconfortable. nombreuses machines panne, semble avoir aucune maintenance régulière. également mauvaise expérience nutritionniste, ne respecte pas rendez adopte attitude très désagréable envers clients. seul point positif honnêteté : plusieurs reprises, oublié affaires place, toujours rendues.",0,False
pure arnaque... inscrit détendre remettre forme. abonnement 3 mois 480 dinars. allé deux fois. pourquoi _question_ tous simplement 18h30 doit faire entre 10 15 minutes attente entre machines... parles détente. déconseille vivement.,0,False
"they never answer the phone _exclamation_ i visited their physical location during working hours and they were closed _exclamation_ left a note at the door, nobody called back. terrible management indeed and horrible customer service _exclamation_ _exclamation_ _exclamation_",0,False
mauvaise expérience malheureusement ne recommande pas gym. _emoji_pas_ok_,0,False
service personnel presque 0,0,False
"surfaite mourir, pire salle sport monde. pas sécurité. mauvais entraîneurs. mauvaises odeurs. mauvaises personnes. petite surface. ne recommande personne.",0,False
offusqué jai vu,0,False
"lorsque sollicité aide coach accompagner série exercices entrainement cependant, réponse a pas encore échauffé aider. bravo qualité coach très professionnel _exclamation_",0,False
"a eviter _exclamation_ parking payant, ascenseur plupart temps panne salle 7eme etage , materiel musculation yeser ne9es contre barcha materiel fessiers _exclamation_ donne deux etoiles cours",0,False
mauvais service client,0,False
"bondé plupart temps, entraîneurs ne prennent pas peine aider tout quand voient faire mauvais mouvement, vraiment entraîneurs arrogants, continuent marcher sans rien faire.",0,False
"excellent acceuil, coachs occupent uniquement femmes. personnellement, payé abonnement année blue depuis 10 mois, uniquement 2 fois... réclamations sans suite....",0,False
service null matériel non rangé machines défectueuses encombrante,0,False
"recommande pas cette salle sport , accueil très mal organisé, 35dt séance _exclamation_ _exclamation_ _exclamation_ grave rapport service touutt ..",0,False
"assez déçu cette salle sport. a air tape œil super propre. cependant, instructeurs cours mills ne pas niveau international. a pas miroirs salles où déroulent cours. a pénurie poids a pas haltères moins 4 kg. personnel masculin circule salle peu serviable peu aimable, presque impoli. faut errer salle trouver cherche, car rien jamais remis place. moyenne âge clientèle semble environ 18 ans gens regroupent groupes, comme boîte nuit après école ; ambiance immature peu professionnelle choix musical évoque aussi discothèque scolaire . faudrait faire recherches plus approfondies trouver salle sport où jeunes professionnels marsa rendent après travail.",0,False
"pas espace bien entraîner trop petit, pas grand chose a dire _exclamation_",0,False
acceuil triste limite déranger payer 15 jours a deux 170dinars passage a sousse 7 jours 1er dernière fois fait 2 jours a très bien vu adepte rameur poser coin salle cela ne déranger point matin arrivant a 9h coach a dit sortir revenir demi heure sans chercher trouver simple solution moins sortir rameur mettre autre coin ne pas faire attendre coup leurs fait cadeaux 170 dinars ne dérangerais plus is choses origine maghrébine vivant france si situation passé blonds yeux bleues pas attendu seul seconde u droit a excuse _exclamation_ _exclamation_ _exclamation_,0,False
"entraîneurs ne pas professionnels, ignorent gens",0,False
demande combien temps ça prends réparer machine quads ça fait environ 2 mois panne _exclamation_ _exclamation_ dérniérement machine papillon a disparu quoi ça _exclamation_ _exclamation_ ne paie pas telle somme argents ça _exclamation_ vais pas renouveller abonnement vais changer salle groupe donc aller perdre 4 adhérents.,0,False
"entraîneurs intérieur négligents, impolis ne parlent littéralement femmes, espace petit, peut sentir sueur tout monde, presque pas machines, 1 presse jambes 1 machine tirage latéral salle sport 200 dt mois, font passer tellement paperasse impression faire demande visa, aucun miroir devant machines donc ne pouvez pas vérifier formulaire, très encombré tout espace donné cours comme zumba cours spinning parce paient supplément, arnaque avide argent, propriétaire devrait avoir honte",0,False
"femme menage cheveux noirs matin tres tres derangeante, arrête pas parler abonnes plus surveille chacun fait, plus cela pose questions sans arret merci demander faire travail cad nettoyage pas faire connaissance collectz information pas role svp svp svp merci ne plus nois deranger pendant seanczs entraînement",0,False
"celui centre commercial zephyr : bondé, manque équipements, personnel négligent, sale. plus, trop cher.",0,False
supplémentaire,0,False
"après 10 ans abonnements annuels successifs, participation événements, california gym a décidé voler. payé abonnement annuel 3mois après tombée enceinte. présenté certificat medical où médecin explique pas droit faire sport. refusé ouvrir dit seule chose peuvent faire offrir 2 mois gratuits retour. encore rien concret, juste promesse orale. donc gros proposent perdre 7mois payés. cerise gâteau, remplis formulaire réclamation, envoie 3 mails, 0 réponse. vraiment décevant, ne prend pas peine être reconnaissants clients fidèles vole. mettrai plus pieds.",0,False
"très déçue attitude personnel accueil california gym. hier soir, signalé avoir fait tomber clés cadenas vestiaire. matin, demandant si elles retrouvées équipe nettoyage, employée répond sèchement non , sans aucune recherche. lorsque demande si vestiaires bien nettoyés matin, vexe répond haut fort : bien sûr nettoyés, peut être jeté clés poubelle. quel service quel professionnalisme _exclamation_ aucune considération adhérents, aucune volonté aider. décevant salle sport censée offrir bonne expérience client. plus coupure eau _exclamation_ cerise gâteau",0,False
pires services gestion service client.,0,False
agit critique concernant tous studios fitness cg... pourquoi diable fermez si tôt pendant week end... clients paient service devrait être fourni 24h 24 7j 7 moins cas pays modernes,0,False
incompétence totale accueil 0,0,False
presque blessé.,0,False
0 service client zero professionalisme accueil 0 coachs 0 responsable 0 a eviter,0,False
salle trop petite.,0,False
"venu faire visite lieux, personnes réception refusent entrée, 5 minutes. service clientèle nulle.",0,False
nul nul nul espace musculation beaucoup trop petit. trop monde après 16h surtout groupes enfants insupportable . accueil passable selon personne. certains coachs prennent flics pathétique. établissement mets beaucoup plus accent ménage entretien matériel ça a absolument aucun sens. bref heureusement bled a pas grand chose ça enseigne comme celle là attire monde. côté comme beaucoup établissement juste parce trouve marsa.,0,False
"tout top, sauf sono salle rpm mauvaise : espere ça changera bientot parcequ aime bien rpm",0,False
personnel non professionnel impoli,0,False
"petit, pas bien équipé, trop cher.",0,False
gestionnaire très grossier tout ça,0,False
"photos prises 27 juin 2025 2022, modifie avis, extrêmement déçu cg in cun, douches toujours cassées, pas eau laver mains, visage après entraînement, certaines machines cassées depuis 6 mois toujours pas réparées, seule fonctionne devez attendre puis revenir découvrir quelqu autre utilise, toilettes ne pas propres certains nettoyeurs impolis confondu filles sales fait dégâts laissé _exclamation_ _exclamation_ plus, musique tellement forte oreilles presque explosé, demandé pouvaient baisser volume dit chaîne stéréo cassée musique devait rester jouée, autre chose gens utilisent machines gardent kilos allumés puis passent autre, après avoir déchargé utiliser kilos peux gérer, gars venu sorti pensant travaillais là, si dit venais littéralement décharger puisse utiliser, très impoli a commencé utiliser comme si pas debout train parler _exclamation_ _exclamation_ tellement triste voir comment ça passé _emoji_pas_ok_ _emoji_pas_ok_ _emoji_pas_ok_ _emoji_pas_ok_ _emoji_pas_ok_ _emoji_pas_ok_ _emoji_pas_ok_ _emoji_pas_ok_ , plus jamais.",0,False
a cause emplacement,0,False
"franchement conseille pas aller cette salle, pas eau chaude douches vraiment pas sale recommander, conseille pas aller vraiment sale, ne nettoie pas machines après gens pff machines, dirait ça date années 80",0,False
salle trop petite.cout trop élevé nombre qualité machines.toujours remplie.,0,False
one of the worst management and customer service.,0,False
"california gym décevant plusieurs raisons. 1 salle petite bondée, rend entraînement inconfortable. 2 plusieurs machines panne, semble avoir aucune maintenance régulière. 3 mauvaise expérience nutritionniste, ne respecte pas rendez adopte attitude très désagréable clients.",0,False
matériels manquants trop cher mauvaise clientèle mauvaise gestion,0,False
"endroit tel état sidéré. a fuite toit espace musculation, salle sport clairement moins propre entretenue autres salles sport californiennes, alors gens paient prix _exclamation_ vraiment inadmissible _exclamation_ a peine place déplacer sent tout suite étroit. quelle déception _exclamation_",0,False
"ne répondez jamais au téléphone _exclamation_ je suis allé au magasin pendant les heures d'ouverture fermées _exclamation_ j'ai laissé un message à la porte, personne n'a rappelé. gestion vraiment déplorable service client catastrophique _exclamation_",0,True
"ne réponds jamais au téléphone _exclamation_ est entré dans le magasin pendant les heures d'ouverture fermées _exclamation_ a laissé un mot sur la porte, personne n'a rappelé. Gestion vraiment déplorable, service client désastreux _exclamation_",0,True
vraiment trop bruyant on entend tout voisinage de l'autre côté de la rue chambre pas normale non équipée de système d'insonorisation correct. bref quartier désespéré.,0,True
vraiment trop fort on entend n'importe quel quartier de l'autre côté de la rue pas une pièce normale non équipée du bon système d'insonorisation. bref quartier désespéré.,0,True
_emoji_not_ok_,0,True
"Cette salle de sport a une atmosphère très désagréable à cause de clients peu recommandables. toujours bondé, en dehors des heures de pointe. machines mal agencées, certaines restent hors service pendant de longues périodes. Les vestiaires des femmes dégagent constamment des odeurs nauséabondes, ce qui rend l'expérience encore plus pénible.",0,True
"Il y a une atmosphère très désagréable dans cette salle de sport à cause des clients peu recommandables. Toujours occupé en dehors des heures de pointe. machines mal agencées, certaines restent hors service pendant de longues périodes. Les vestiaires des femmes dégagent constamment une odeur nauséabonde, ce qui rend l'expérience encore plus pénible.",0,True
"vacances marsa mari vit à paris choisi gymnase californien faire du sport. Expérience très décevante. dès l'entrée, coach maigre, lunettes qui fixent très souvent des remarques inutiles, embarrassantes. De plus, les disques placés dans des supports très mal sécurisés. Disque de 20 kg tombé pied fracturé orteil. Les vieilles machines nécessitent toutes d’ajouter du poids, ce qui rend dangereux un entraînement peu pratique. déconseille fortement cette salle à toute personne recherchant un lieu de formation sérieux, moderne et sécurisé.",0,True
"Le mari de Marsa en vacances vit à Paris et a choisi une salle de sport californienne pour faire du sport. Expérience très décevante. En entrant, le coach maigre aux lunettes fixes faisait souvent des commentaires inutiles et embarrassants. Aussi, les disques posés sur des supports très mal sécurisés. Disque de 20 kg tombé pied fracturé orteil. Toutes les machines plus anciennes nécessitent d’ajouter votre propre poids, ce qui rend dangereux un entraînement peu pratique. Nous déconseillons fortement cette salle à toute personne recherchant un lieu de formation sérieux, moderne et sécuritaire.",0,True
document larguer quand ici,0,True
"Des machines de techno gym, tellement vieilles, sales, souvent en panne. n'a pas de machines à variétés. Douches pas propres. rapport prix, ça ne vaut vraiment pas le coup.",0,True
"Matériel de fitness techno, tellement vieux, sale, souvent cassé. n'a pas de machines à variétés. Douches pas propres. Le rapport prix n'en vaut vraiment pas la peine.",0,True
"C'est vraiment dommage que les formateurs présents dans cette salle ignorent autant la plupart des gens, sauf pour les cours particuliers. Lieu grand et bien équipé, principalement de marque Technogym, la communication laisse à désirer. Heure recommandée : avant 17h. car il y a du monde plus tard. Réception : constat légèrement amélioré avant véritable cafouillage. Équipements : Divers équipements spéciaux pour chaque groupe musculaire, haltères, machines cardio, machines à poulies, etc. Salles d'entraînement : espace cardio-musculation, espace RPM, 3 salles de cours dont salle Crossfit, petit espace d'entraînement gratuit. Entraîneurs : Excellents entraîneurs de cours collectifs, ces salles de cardio musculation merdiques ne clignent pas des yeux quand quelqu'un fait un mauvais exercice, il y a un risque de blessure, on ne peut pas utiliser le matériel. C'est dommage, car la plupart des nouveaux membres envisagent de vous montrer comment utiliser les machines présentes dans la salle. Cependant, les coachs ne sont généralement pas disponibles, sauf pour les séances de coaching privées. Stationnement : Le centre commercial dispose d'un parking, frais de stationnement non inclus, abonnement à une salle de sport.",0,True
"vraiment dommage coachs cette salle si mal ignorent plupart gens, sauf prennent cours particuliers. endroit grand bien équipé principalement marque technogym, communication laisse désirer. horaire recommandé: avant 17 h, car a beaucoup monde plus tard. accueil: légèrement amélioré lien avant vrai bazar. équipements: multitude machines spécialisées chaque groupe musculaire, haltères, appareils cardio, machines câbles poids, etc. salles entraînement: espace cardio musculation, espace rpm, 5 salles cours dont salle crossfit, petit espace entraînement libre. coachs: coachs cours collectifs excellents, ceux salle musculation cardio nuls ne sourcillent pas si quelqu fait mauvais exercice risque blesser arrive pas utiliser machine. dommage, cadre plupart nouveaux membres comptent faire visiter salle montrer comment utiliser machines. or, coachs ne généralement pas disponibles, sauf séances coaching privées. emplacement parking: central commercial dispose parking, frais stationnement ne pas inclus abonnement salle sport.",0,True
"ne pourra jamais bénéficier du droit au sauna. à chaque fois une nouvelle objection. 21 heures ferme à 22 heures. ça prendra 30 minutes pour marcher, etc. et bien le laisse ouvert donc _exclamation_ devrait réserver un sauna quelle _exclamation_ pas cette tête qui veut juste se reposer après une bonne séance avec tjiw etayroulou kifoi aabd _exclamation_",0,True
"ne pourra jamais bénéficier du droit au sauna. à chaque fois une nouvelle objection. 21h, fermeture à 22h. Il faudra 30 minutes de marche etc. Bon, ça reste ouvert, donc _Exclamation_ devrait réserver un sauna, ce que _Exclamation_ ne fait pas, que la tête veut juste se reposer après une bonne séance, w tjiw etayroulou kifoi aabd _Exclamation_",0,True
"malheur enregistrez cette salle de sport _exclamation_ _exclamation_ douche présence de moisissure, abonnés énormes très peu de fuites de matériel de climatisation tête hygiène douteuse ensemble. 220 dt trouve vraiment irrespectueux d'éviter absolument _exclamation_ _exclamation_ _exclamation_",0,True
"Malheur enregistrez cette salle de gym _exclamation_ _exclamation_ douche présence de moisissures, abonnés énormes, très peu de fuite de clim, tête douteuse, hygiène ensemble. 220 dt trouve vraiment irrespectueux d'éviter à tout prix _exclamation_ _exclamation_ _exclamation_",0,True
ascenseur toujours en panne _exclamation_ piscine sale. sinon tout va bien.,0,True
Ascenseur toujours en panne _exclamation_ piscine sale. Sinon tout va bien.,0,True
nombre de machines très limité insuffisant pour tous les membres.,0,True
"Nombre de machines très limité, insuffisant pour tous les membres.",0,True
"bonjour administration direction etat d'insalubrité actuel état détérioré douches dégueulasse vestiaires hommes _question_ si non, très grave si oui, pire encore pas expert, le petit entretien ne peut pas être si compliqué. 1. démonter les cloisons en bois 4 heures ouvrier 2. bon nettoyage kärcher application produits désinfection nettoyant mir earth go 8 heures max ouvrier 3. démonter les douches remplacer les neuves 4 heures max ouvrier 4. installer une nouvelle séparation. peut-être pas du bois cette fois pour éviter la _question_ de moisissure ; 8 heures maximum de travailleur au total, uniquement vestiaire, cela coûtera 24 heures de travailleur. l'embauche de 2 travailleurs coûtera 12 heures chacun, 3 travailleurs coûteront 8 heures chacun. en ce qui concerne le financement, ne pensez pas à cette réputation, surtout vu le prix bas ; vive le sport surtout vive la propreté hygiène _exclamation_ cordialement",0,True
"Bonjour, bonsoir, administration, direction actuelle, état insalubre, état détérioré, dégueulasse, douches, vestiaires hommes, _question_, sinon, très sérieux, si oui, pire encore, pas d'expert, un peu d'entretien ne peut pas être si compliqué. 1. démonter les cloisons en bois 4 heures ouvrier 2. bon nettoyage kärcher appliquer mir Earth go nettoyage produits désinfectants 8 heures maximum ouvrier 3. démonter les douches remplacer par des neuves 4 heures maximum ouvrier 4. installer une nouvelle séparation. peut-être pas du bois cette fois pour éviter un _problème_ de moisissure ; Un maximum de 8 heures de travail au total, vêtements uniquement, coûtera 24 heures de travail. L'embauche de 2 travailleurs coûtera 12 heures chacun, 3 travailleurs coûteront 8 heures chacun. Quant au financement, ne pensez pas à cette réputation, surtout compte tenu du bas prix ; vive le sport surtout vive la propreté hygiène _exclamation_ cordialement",0,True
Catastrophe à l'accueil _exclamation_ _exclamation_ pas 3inha besh t fibre 9al9a t7esha 0 motivation kont de5el netrena batalt hhhhh,0,True
douche très chaude sachant qu'il était 34 heures dehors malgré plusieurs demandes pendant près de 2 mois,0,True
Douche très chaude sachant qu'il faisait 34°C dehors malgré plusieurs demandes depuis presque deux mois,0,True
"salle de gym vraiment trop chère réceptionniste prétentieuse femme aux yeux verts bombardée propose d'acheter un cadenas chez nous, d'acheter une serviette. penserait une vendeuse. des équipements si proches les uns des autres parfois, si quelqu'un utilise certaines machines, il faut attendre de finir d'utiliser la machine du côté des dégâts uniquement dans le coin de la salle de sport.",0,True
"salle sport vraiment suffisance chère réceptionniste prétentieuse femme yeux verts bombardait offres acheter cadenas chez nous, acheter serviette. croirait vendeuse. équipements tellement proches uns autres parfois, si quelqu utilise certaines machines, faut attendre fini utiliser machine côté dommage seule chambre sport coin.",0,True
"trop bondé très cher propose. actif précisément, a pas assez poids libres. probablement avantageux uniquement ceux souhaitent suivre séances entraînement groupe utiliser machines. manière générale, aménagement médiocre compte tenu agencement.",0,True
"à 40 degrés pas de clim chambre pas compatible chambre aussi prestigieuse, ça répète kol youm",0,True
"à 40 degrés pas climatisé, salle pas compatible avec une salle aussi prestigieuse, répète kol youm",0,True
Autres pires termes sportifs de musculation en salle de sport,0,True
"trop de monde. ne venez jamais après midi le soir. s'il s'agit d'une salle de sport compétitive, recommandez le côté ouverture de celui-ci. salle toujours pleine.",0,True
"a beaucoup trop monde. ne venez jamais après midi soirée. si salle sport compétitive, recommande ouvrir aspect celle ci. toujours salle complète.",0,True
ça ne vaut pas le prix,0,True
"tellement plein de monde. Il faut attendre que la machine arrive. Très mauvaise expérience en tant qu'entraîneur. Voyez un meilleur platine où vous obtenez un vrai traitement, un vrai respect.",0,True
donc bondé. devez attendre machine. très mauvaise expérience entraîneurs. vois meilleur celui platine où obtenez réel respect réalité traitement.,0,True
"ne remettrai plus jamais pieds là dedans. faire voler vêtement casier fermé clé et, cerise gâteau, devoir affronter gérant impoli inconsidéré ne recommande absolument allure.",0,True
"ne remettrai plus jamais pieds là dedans. faire voler vêtements casier fermé clé et, cerise pâté, devoir affronter gérant impoli inconsidéré ne recommande absolument pas.",0,True
"très mauvais service, ne vaut pas la peine d'être payé",0,True
"Très mauvais service, cela ne vaut pas la peine d'être payé",0,True
"personnel adorable, formateurs compétents, cours de qualité. très mauvaise gestion, prix exorbitants espace très limité. club bondé, prix mal entretenus. On peut reprocher à certains clients de ne pas nettoyer après utilisation, les vestiaires étant souvent en désordre et rarement nettoyés. d'autres centres de loisirs certainement mieux, celui-ci perd encore plus de clients.",0,True
"personnel sympa, formateurs compétents, cours de qualité. Très mauvaise gestion, trop cher, espace très limité. club bondé, prix mal maintenus. Je peux reprocher à certains clients de ne pas nettoyer après utilisation, les vestiaires sont souvent en désordre et rarement nettoyés. D'autres centres de loisirs sont certes meilleurs, celui-ci perd plus de clients.",0,True
"salle trop petite, prix trop élevés séance 20dt _exclamation_, personnel désagréable et grossier. déconseille fortement de mettre les pieds.",0,True
"Chambre trop petite, prix trop élevés séance 20dt _exclamation_, personnel désagréable et grossier. déconseille fortement de mettre les pieds.",0,True
pire expérience. personnelles a accueille partagent fausses informations juste main d’œuvre payent abonnement première objectif. . pauvre personnelles,0,True
pire expérimentation. personnelles a accueille partagent fausses informations juste gens payent abonnement première objectif. . pauvre personnelles,0,True
vestiaires très petits. eau de la piscine trop chaude. le sauna n'a pas de lumière. hammam froid.,0,True
vestiaires très petits. Eau de la piscine trop chaude. Le sauna n'a pas de lumière. hammam froid.,0,True
ouvrier impoli,0,True
"trop cher, ça ne vaut pas le coup.",0,True
atroce. capitalisme tout-puissant _exclamation_ _exclamation_,0,True
hideux. capitalisme tout-puissant _exclamation_ _exclamation_,0,True
"veuillez réparer l'escalier roulant cassé depuis plus de mois, trouver une solution fuite d'eau partout système de climatisation _exclamation_",0,True
"peu occupé. gérant agréable. difficile assez sauvage, pour être à l'aise si petite salle de sport... réflexion faite, a donné un mauvais planning lors des inscriptions sans évoquer les coupures pendant le Ramadan cet horaire incompatible. tout sale, les utilisateurs ne nettoient pas leurs machines année _exclamation_, le yoga donne du beat hip hop, de la danse. Bref, pas moi. cadre de connaissances parlé, ce dernier a sauvegardé la conversation. service client, déjà entendu parler de _question_",0,True
"peu occupé. gérant agréable. difficile, un peu sauvage, de se sentir à l'aise quand la salle de sport est petite... Réfléchir, compte tenu d'un mauvais planning lors des inscriptions, sans évoquer les coupures pendant le Ramadan incompatibles avec cet horaire incompatible. tout est sale, les utilisateurs ne nettoient pas leurs machines année _exclamation_, le yoga donne du beat hip hop, de la danse. Bref, pas moi. Cadre de connaissances linguistiques, ce dernier a sauvegardé la conversation. Service client, j'ai entendu parler de _QUESTION_",0,True
"california gym marsa, salle de sport insalubre _exclamation_ pas de douches eau chaude pour les femmes, odeur nauséabonde d'égouts, moisissure partout, matériel vétuste, 11 casiers 24 cassés non fonctionnels, fils électriques qui sortent partout danger pour la vie des usagers, chay y7achem w yradded _exclamation_ _exclamation_ الحيوط يتزلبطو تقول في حمام قديم",0,True
