text,label
Je tiens à remercier le manager M. Malek ainsi que les deux coachs Nasreddine et surtout Farid de la salle California Gym Lac 1 pour leur excellent travail avec moi et mes collègues.,2
le materiel pour la cardio est top. Celui de la musculation est trop vieux. Les adhérents de cette salle en particulier n'ont pas d'esprit sportif chacun croit que le matériel lui appartient. Si on veut faire notre séance dans la bonne humeur il faut éviter les cours collectifs et les heures de pointe. Un autre bémol l'ascenseur est souvent en panne.,1
Très bonne gestion des lieux juste plus d'efforts pour les détails parce que les gens font attention aux détails. Le personnel est bien choisi le matériel aussi il est au top il faut développer le coin vente des articles et pousser un peu la buvette les gens viennent à l'heure de la pause de midi ca serait bien qu'ils trouvent des choses à manger...Bravo bonne continuation,2
"Franchement un endroit magnifique de détente et défoulement. Personnel au petit soin, sympathique et à l'écoute, coachs très qualifiés et surtout une hygiène remarquable. Bravo",2
Les coachs !!!! Un sourire ne fait pas de mal !! Je préfère de loin California la soukra ***** poli aimable et le responsable est toujours a l'écoute 🫡 …,1
"Très belle salle de sport comme j’ai jamais vu Très immense, matériel diversifié en très bonne état, très organisée Elle abrite plusieurs salles : salle des cours pour body pump et body attack, une autre salle pour le CrossFit ainsi qu’une autre pour RPM sans oublier la piscine Cependant le comportement de certaines des réceptionnistes est à revoir Je tiens à saluer Mlle.Mayssa la coach du Body Attack, chapeau bas pour les deux magnifiques séances que j’ai effectué avec vous Je vous souhaite plein de succès",2
"Excellents coach, une équipe magnifique, sympathiques, grandes gentillesse, professionnels. Une grande salle de musculation des differentes salles pour les cours RPM, TRX..., salle Cross training, Piscine, et un club enfant, 4 vestiaires ( hommes, femmes ) Je parle de moi, si je fais un mauvais entraînement à un engin, tout de suite, je suis mise au courant par mon Coach (Med Hammouda) je le remercie infiniment et toute l équipe aussi !!",2
Une chaleur à mourir. On est en salle de sport. Donc un lieu où l'on est amené à avoir chaud. Sauf erreur il ne devait pas y avoir de clim. Le personnel est agréable et la salle plutôt propre. Le matériel était bien. Il y avait des particules blanches en suspension dans l'eau de la piscine.,1
3 ans à CALIFORNIA GYM propreté excellente partout vestiaires douches piscines salle des cours matériel propreté sans faille QUALITE ELEVEE du matériel très vien entretenu coachs supers très professionnels accueil toujours parfait avec le sourire et la qsualite une gamme de sport très variées et un grand nombre de salle pour moi c un projet d'excellence pour ma retraite nB une requête est très vite prise en compte et solutionner Parfait,2
Je suis tjr fier d'être a California gym lac 1 qui nous présente la bonne image et la bonne accueil bravo bravo el bonne continuation,2
"Très bon endroit pour évacuer votre stress Les coachs sont super très bonne ambiance, je recommande totalement",2
"Excellent acceuil, mais les coachs s'occupent uniquement par les femmes. Personnellement, j'ai payé un abonnement d'une année (blue) depuis 10 mois, j'y étais uniquement 2 fois... des réclamations sans suite....",0
Excellente salle et des coachs toujours au service des adhérents. Excellent accueil à l’entrée.,2
"Petit et achalandé. Le gérant est agréable. Il est difficile pour moi qui est plutôt sauvage, d'être à l'aise dans un si petit gym... Réflexion faites, on m'a donné le mauvais horaire lors de l'inscription (sans mentionner les coupures lors du Ramadan - et cela est incompatible à mon horaire). Tout est sale, les utilisateurs ne nettoient pas leurs machines (yeark!), le yoga se donne sur un beat hip-hop, dance. Bref pas pour moi. J'en ai parlé à une connaissance qui est cadre, cette dernière s'est sauvé de la conversation. Service client , déjà entendu parlé?",0
"Gros centre de fitness, bonne ambiance, piscine , juste à voir l entretien, des bancs de musculation ne sont plus stables ,les vestiaires commencent à avoir des signes de fatigue, sinon sympa usine de fitness",2
la salle de centre urbain est très bien équipée. le seul probleme est que les baffle de la piscine ne fonctionnent pas et c'est dommage!,1
"Personnel très accueillant, Coach Wissem tres attentif et toujours à l’écoute vous êtes les meilleurs ❤️❤️❤️❤️❤️❤️❤️",2
Merci pour votre service,2
"A 40 degré et pas de climatiseur à la salle C'est pas compatible avec une telle salle prestigieuse, et ça se répète kol youm",0
Une salle de sport très conviviale et les coach sont agréables ça fait maintenant 13 ans que je la fréquente et je ne vais pas changer de sitôt,2
"Salle très propre, Matériels Professionnels et les Personnelles sont très chaleureux.",2
"D'amélioration en amélioration. Les coachs sont excellents, l'ambiance est géniale. La propreté et la gestion des clubs y est remarquable !",2
"A eviter! Parking payant, ascenseur dans la plupart des temps en panne (La salle est dans le 7eme etage), materiel de musculation yeser ne9es (par contre barcha materiel fessiers!) Je donne deux etoiles pour les cours",0
"Très bonne ambiance, des coachs incroyables et une équipe formidable !!!",2
"Bravo à toute l'équipe du LAC1, très professionnel et trop gentil",2
Une salle tres proposer personnel top je la recommande vivement cette salle california les berges du lac 1,2
"C'est une bonne salle de sport avec un excellent matériel.Le seul probleme est que le staff n'est pas très chaleureux,voir parfois désagréable.",1
"tout est top, sauf la sono dans la salle RPM qui est mauvaise :'( j'espere que ça changera bientot parcequ'on aime bien le RPM",0
"Très belle salle se sport, les prix sont relativement chers...",2
Tres bonne salle de sport.il y a tout se dont on a besoin 3 salles dd cours vaporium spa ....,2
Bon emplacement et parking spacieux mais la salle est pas Top,2
Service professionnel et très propre. Les toilettes restent à désirer et manquent énormément d'entretien.,2
"Toujours plein à craquer, j’ai essayé tous les horaires presque et toujours la même chose Vestiaire limite limite Point positif : parking sur 6 étages",1
Bravo équipe California gym lac 1 bon continuation,2
Top top top! Mention spéciale pour la propreté de la salle ennasr bravo à toute l'équipe,2
bon service,2
Meilleur salle de sport avec toutes les disciplines même la natation. je recommande,2
Salle de sport / fitness complète avec tout le matériel dont a besoin un sportif / 5 salles de cours / piscine / salle RPM /petit snack / vestiaires / douches / sauna / vaporium ..,2
"Merci pour l'accueil, c'était très propre avec un agréable service.",2
"pas d'espace pour bien s’entraîner et il est trop petit, pas grand chose a dire!",0
Merci a la conseillere Safa . Tres gentil tres aimable,2
La salle est toujours pleine à craquer surtout le soir...,1
"Salle impec , matériel aussi , dommage par contre qu'elle ferme à 21h30 ...",2
"Salle très propre, Matériels Professionnels et les Personnelles sont très chaleureux.",2
Grand espace très agréable et lumineux surtout du côté des tapis,2
"Très bonne salle, matériel rénové c'est TOP",2
Merci beaucoup L’equipe acceuil cun ❤️❤️,2
La base. Matos se dégrade petit à petit mais ça reste la meilleure option sur le marché,2
"C'était la première fois, les coaches sont super",2
salle de sport très acceuillante et bien equipeé,2
Matériels manquants Trop cher Mauvaise clientèle Mauvaise gestion,0
"Horaires de fermetures très rigides, bon dans l'ensemble",2
La plus pire des salle des sports en termes de musculation,0
petite mais on s'y habitue ..de bons cours et coachs,2
La meilleur destination pour ceux qui veux pratiquer le sport 💪🏻 …,2
L'une des meilleures salle de gym en Tunisie je conseille fortement,2
C'est la meilleure salle de sport en Tunisie.,2
"Excellent centre de remise en forme , disponible dans plusieurs ville",2
Rempli a toute heure mais très qualitatif,2
Très belle expérience,2
Inchalla iji nhar w netrena fiha Sallle très professionnel,2
CALIFORNIA GYM expert fitness et remise en forme en Tunisie,2
Atroce. Capitalisme dans toute sa puissance!!,0
Bravo Equipe California gym lac1,2
Le meilleur centre,2
Centre complet mais Petite piscine,2
Très Bien,2
Excellent place pour gym,2
Parfaite juste un peu encombré au heures de pointes,2
Meilleure salle de sport en tunisie,2
Y at-il une succursale à Sousse,1
Meilleure Gym en Tunisie sans concurrence,2
Rien à réclamer Tout est bon,2
La meilleure salle de sport du pays,2
Du sport de la vie du confort du bien-être,2
Tout à bien bonne continuation 🦾🙏🥊 …,2
J'y ai pas été,2
Pas d eau chaude,0
Bravo à toutes l équipe,2
Parmi les meilleures salles en Tunisie.,2
Bonne salle de gym.,1
Bravo lac 1💪💪 …,2
Très bon service,2
Je metterai 5 si seulement ...,2
Cours collectifs très intéressants,2
Parfait ☺️💐☺️💐 …,2
Bien,2
Meilleur salle de sport en tunisie,2
"Propre, organisée et professionnelle",2
Équipe très Professionnel,2
Service personnel presque 0,0
Bonne salle de sport,2
Un des meilleurs salles,2
Excellente ambiance,2
A cause de son emplacement,0
Piscine pour enfants,2
Excellent cadre,2
Mouv mouv mouv. ...,2
good ...Bravo,2
Excellent,2
Bravo,2
Professionnel,2
Faire d sport,1
Bien,2
Bien,1
Un espace sain,2
excellente 😍😍😍😍😍 …,2
"ces photos ont été prises le 27 juin 2025 en 2022, je modifie mon avis, je suis extrêmement déçu par CG in cun, les douches sont toujours cassées, pas d'eau même pour se laver les mains, le visage après l'entraînement, certaines machines cassées depuis 6 mois et toujours pas réparées, une seule fonctionne et vous devez attendre puis revenir pour découvrir que quelqu'un d'autre l'utilise, les toilettes ne sont pas propres et certains nettoyeurs sont impolis et m'ont confondu avec des filles sales qui ont fait des dégâts et l'ont laissé !! de plus, la musique est tellement forte que mes oreilles ont presque explosé, j'ai demandé s'ils pouvaient baisser le volume et ils ont dit que la chaîne stéréo était cassée et que la musique devait rester jouée, une autre chose est que les gens qui utilisent des machines gardent les kilos allumés puis passent à une autre, après l'avoir déchargé pour utiliser les kilos que je peux gérer, un gars est venu et est sorti en pensant que je travaillais là, même si je lui ai dit que je venais littéralement de décharger pour que je puisse l'utiliser, il était très impoli et a commencé à l'utiliser comme si je n'étais pas debout en train de lui parler !! C'est tellement triste de voir comment ça s'est passé 👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻, plus jamais.",0
"J'aime ça. Il contient presque tout ce dont vous avez besoin, à l'exception de la zone CrossFit. Il peut être emballé ! Des cours sont disponibles ainsi qu'un pass journalier - environ 15 UsD.",2
"Une expérience formidable pour une salle de fitness d'excellente qualité et proposant une variété d'activités. Elle comprend de nombreuses salles de sport polyvalentes permettant de pratiquer de nombreuses activités. On y trouve également une piscine intérieure, une salle de musculation, une salle de cardio et bien d'autres salles que je n'ai pas eu le temps de visiter. Une visite unique, rapide mais agréable. Une équipe entièrement intégrée pour répondre aux demandes des clients et des salles de bains entièrement équipées avec sauna et hammam… Je le recommande vivement. Si j'étais résident, je reviendrais sans hésiter. On m'a dit qu'il y avait dix salles dans la capitale, Tunis, et que l'on pouvait entrer dans chacune d'elles avec le même abonnement 👍🏻👌🏻",2
"Machines de gym techno, mais c'est tellement vieux, sale et souvent en panne. Il n'y a pas de variété de machines. Les douches ne sont pas propres. Par rapport au prix, ça ne vaut vraiment pas le coup.",0
C'était un endroit agréable pour faire de l'exercice là-bas 🤩 …,2
"Personnel adorable, entraîneurs compétents et cours de qualité. Mais la gestion est très mauvaise, les prix sont exorbitants et l'espace est très limité. Le club est bondé et mal entretenu pour le prix. On peut reprocher à certains clients de ne pas nettoyer après leur passage, mais les vestiaires sont souvent en désordre et rarement nettoyés. D'autres centres de loisirs sont certainement meilleurs, mais celui-ci perd de plus en plus de clients.",0
"Toujours bondé, le choix des machines est très limité, elles paraissent bon marché, vieilles et tombent en panne sans arrêt. La plupart sont inconfortables à utiliser. La section musculation est mal entretenue et la climatisation tombe souvent en panne. Les gens rangent rarement leurs poids et, à certaines heures, on trouve tous les racks vides, signe d'un manque flagrant de ressources. Les coachs n'aident pas et ne font pas respecter les bonnes pratiques en salle. Si vous pratiquez la musculation, ÉVITEZ cet endroit. Très insatisfait de mon abonnement.",0
"Bonne salle de sport avec de nombreux appareils de cardio et de musculation. Cependant, elle est très petite et, pour être honnête, elle dégage une odeur étrange. C'est aussi un peu cher et il n'y a pas de pass journaliers. Des coachs sportifs sont présents en permanence, ce qui est appréciable, et on peut aussi consulter un nutritionniste (pour 20 dinars).",2
"Je suis vraiment déçu par leurs politiques vagues et leur façon de traiter les demandes et les réclamations de leurs clients. Je ne pense pas qu'ils soient fidèles à leurs valeurs et qu'ils se soucient peu de leurs clients. Seul l'argent compte pour eux… et ici, on vous facture plus cher pour des « améliorations futures »… et puis les mois passent et rien ne change… au contraire, la situation empire.",0
"La salle de sport n'est pas mal. Elle est assez petite et constamment bondée. Beaucoup de gens traînent, discutent et gênent. Les machines sont limitées, mais de bonne qualité. On y trouve les incontournables comme des haltères, des machines à câbles, un banc, des barres pour le soulevé de terre, mais pas de rack à squat ni de banc incliné ; il y a un Smith Press si ça vous intéresse. J'aurais juste aimé qu'elle soit plus dispersée, toutes les machines étant concentrées dans une seule pièce, on se cogne constamment contre les gens.",1
"Différentes localités en Tunisie toutes utilisables avec la même carte de membre. La salle de sport du CUN dispose également d'une petite piscine et ils ont récemment remplacé tous les vélos de spinning (Tecnogym), qui sont globalement beaux et bien entretenus, même si le sauna aurait besoin d'être entièrement refait et que le vestiaire manque de ventilation et peut être très encombré sans espace pour se changer.",2
cet endroit est très fréquenté,2
"SERVICE CLIENT DÉFAVORABLE 21 septembre 2021, Lac1, Tunis, Tunisie Je séjourne temporairement dans la région de Lac1 en Tunisie, l'une des plus chics du pays, le quartier des affaires en quelque sorte. Je décide d'aller m'entraîner à la salle de sport du coin, California Gym. Un pass journée coûte 30 dinars. Pas de problème, je paie. Cependant, j'ai oublié une bouteille d'eau et on ne boit pas l'eau du robinet en Tunisie. Je me renseigne sur la possibilité d'acheter une bouteille d'eau, et oui, ils ont un distributeur. Il faut une pièce d'un dinar pour une bouteille, mais je n'ai qu'un billet de 20 dinars. Je demande de la monnaie à la réceptionniste. Elle n'en a pas. Elle promet ensuite de se renseigner auprès du gérant dès qu'il sera disponible. Elle me demande de lui laisser les 20 dinars et de rapporter la monnaie et la bouteille au début de mon cours. Je commence mon cours. Il fait très chaud. Cours intense. Pas de climatisation dans la salle, du moins pas au début. J'attends patiemment ma bouteille d'eau. Quelques minutes plus tard, un monsieur me rend mes 20 dinars. Pas de monnaie. Pas de bouteille d'eau. Je continue mon entraînement, bien décidé à tenir le coup. Quelques minutes plus tard, ce même monsieur apporte une belle grande bouteille d'eau fraîche au professeur de sport. Qu'est-ce qui ne va pas avec cette photo ? Que feriez-vous ? En tant que client ? En tant que manager ?",0
Bonnes machines mais il y a beaucoup de monde et les salles de bain ont besoin d'un peu d'entretien,1
Sans aucun doute le meilleur groupe de gym de Tunis. Des cours pour tous les goûts et à toute heure. P.S. : Je n'ai jamais essayé la salle de musculation.,2
"D'après mon expérience, la salle de sport California est très agréable ! Ils sont très gentils et respectent beaucoup leurs clients !",2
"C'est horrible, j'ai l'impression d'avoir été volé. J'ai essayé de résilier mon abonnement, j'ai envoyé une lettre avec tous les détails, et ils continuent de débiter mon compte bancaire ! Faites quelque chose !",0
"C'est un petit complexe sportif avec des salles de sport. Ça a l'air pas mal, mais je dois dire que je n'y ai fait qu'une petite visite.",2
J'y suis depuis 2011 soit 7 ans au total j'adore cette salle malgré la nébulosité de ces dernières années.,2
"Salle de sport très agréable, spacieuse et bien équipée. Il y a aussi une piscine et un buffet.",2
Vestiaires très petits. L'eau de la piscine est trop chaude. Le sauna n'a pas de lumière. Le hammam est froid.,0
"C'est magnifique et il y a tout le nécessaire, sauf le vestibule, qui n'est pas très propre et étroit. Vous ne serez pas à l'aise pour vous changer.",2
"L'ascenseur est toujours en panne ! Et la piscine est sale. Sinon, tout va bien.",0
Superbe salle de sport conforme aux normes allemandes ! Réceptionniste sympathique ! Merci ! 😌 …,2
Super endroit propre et dispose de bonnes machines mais un peu cher,2
Propre et les gens sont sympathiques. Mais c'est parfois surpeuplé et les prix sont un peu exagérés.,2
"Il y a du personnel serviable, du bon équipement mais c'est incroyablement cher.",2
"J'ai aimé le quartier, il est grand et il y a tout ce qu'il faut même de la nourriture.",2
"Bon endroit, personnel sympathique, haute qualité",2
"L'environnement et les installations sont plutôt bons, en particulier l'atmosphère",2
8ali kzb,2
"Beaucoup d'équipement, un endroit agréable pour s'entraîner",2
Haut ❤️❤️🦾🦾 …,2
"Il possède toutes les fonctionnalités dont vous avez besoin, à l'exception d'un sac de boxe",2
Super salle de sport 👍👍👍🙂🙂 …,2
Un club très distingué,2
"Bien organisé, équipé et bonne assistance et conseils",2
Meilleure salle de sport,2
L'endroit idéal L'équipe idéale,2
Presque blessé.,0
Très bien 5 étoiles,2
Super,2
Belle expérience 💪💪 …,2
Excellent,2
meilleure salle de sport,2
Pas mal,2
La meilleure chaîne de salles de sport en Tunisie,2
L'un des plus beaux clubs,2
Bonne chance pour le divertissement,2
Petit et mal entretenu,1
Waouh c'est bien,2
Salle de sport préférée dans la région,2
Propre et agréable.,2
Petit mais puissant,2
Cours de natation pour ENFANTS,2
Super salle de sport !,2
Bien,2
👎🏼 …,0
Cool,2
Alors,2
aimer,2
Supplémentaire!!!,2
Cher,0
Excellent,2
Des gens charmants,2
incroyable,2
Haut,2
très fréquenté,1
Cool,2
Pour,2
Bravo,2
J'ai adoré,2
Le pays du fitness 💪👌💕 …,2
salle de sport chère,1
Masterclass,2
"La qualité n'est pas à la hauteur du prix, les machines sont un peu trop serrées, ce qui rend le tout peu pratique. Je ne connais pas les autres salles de sport californiennes, mais celle-ci est plutôt surfaite à mon avis.",0
"Salle de sport vraiment trop chère et réceptionniste prétentieuse (une femme aux yeux verts) qui me bombardait d'offres (acheter un cadenas chez nous, acheter une serviette…). On se croirait dans une vendeuse. Les équipements sont tellement proches les uns des autres que parfois, si quelqu'un utilise certaines machines, il faut attendre qu'il ait fini pour utiliser la machine à côté… Dommage que ce soit la seule salle de sport du coin.",0
Personnel propre et agréable,2
"Le spa hammam piscine jacuzzi étais plutôt sympa à part que le jacuzzi n’en ai pas un l’eau n’est pas chauffé juste des bulles, sur les trois hammam il n’y en avais qu’un seul de fonctionnel les autre ne marchais pas ensuite aucune précision concernant le supplement mais une surprise à la fin où on nous demande de payer 70 dt pour un massage sans que cela soit préciser par aucune affiche ou au téléphone et quand on demande pourquoi ça n’a pas été préciser on nous dit que on n’avais qu’à demander. Propreté des lieux excellent et mise à dispositions de peignoir top. Accueil à revoir du moins",1
En un mot : impeccable!! Smart-Machines cardio dernière technologie !!! Diversité d'activités sportives pour tout les niveaux !! Hygiène des lieux rien à dire ! Au top du top ! Déco raffinée! La piscine et Le spa sont propres et offrent une intimité et un confort inégalable ! Personnels acceuillants souriants et très polis !!! Franchement très agréablement surprise par la gamme de produits des soins !! Du haut de gamme!! Un 10/10 !! J'espère que les responsables garderont ce level d'excellence !!,2
"Cette salle est genialissime! Le staff est au petit soin de la clientèles, l’endroit est d’une propreté irréprochable, un équipement d’une haute qualité, un luxe qui mérite son prix! C’est pas donné à tout le monde de s’y inscrire mais pour tout ceux qui ont en les moyens, ça en vaut vraiment la peine!",2
"The best gym in Tunis. Propre, personnel accueillant, conseil …! Je recommande fortement",2
Excellente salle de sport. Coatching de haut niveau. Infrastructures et équipements de très haut standing.,2
Bien,2
"Une excellente salle de sport, avec un personnel incroyablement gentil et attentionné. Confortable et intime, idéal pour ceux qui souhaitent simplement se détendre. Le meilleur massage que j'aie jamais testé à Tunis !",2
"Expérience exceptionnelle à la salle de sport – 7 étoiles ! Je me suis récemment inscrit à California Gym Platinum et c'est tout simplement incroyable ! L'établissement est haut de gamme, avec une large gamme d'équipements de haute qualité, idéal pour atteindre tous vos objectifs fitness. Même si vous ne trouverez pas toutes les machines disponibles dans d'autres salles de sport, l'expérience globale compense largement. Le service est excellent, avec un personnel aimable et professionnel toujours prêt à vous aider. Un atout majeur : le luxueux spa et jacuzzi, où vous pourrez vous détendre après une séance d'entraînement. La salle de sport met à votre disposition des serviettes, des peignoirs et des bouteilles d'eau à volonté, pour votre confort à tout moment. La piscine est fantastique, et la propreté et l'hygiène de la salle sont irréprochables. C'est un espace premium, ce qui se reflète dans le prix : il est un peu élevé, il peut donc ne pas convenir à tout le monde. Cependant, si vous recherchez une expérience de sport haut de gamme, California Gym Platinum est l'endroit idéal. Des excellents entraîneurs aux cours dynamiques en passant par l'espace spa relaxant, cette salle de sport a tout pour plaire. Fortement recommandée pour ceux qui apprécient la qualité et sont prêts à investir dans leur parcours de remise en forme. En résumé, une expérience 7 étoiles parfaite !",2
"C'est une salle de sport très propre avec des coachs très serviables. Serviettes et bouteilles d'eau à volonté sont fournies, et tout est impeccable. Bien que le nombre d'équipements ne soit pas comparable à celui d'autres pays, les coachs sont toujours disponibles et vous aideront à adapter vos exercices, à les rendre plus difficiles ou plus adaptés. Haltères jusqu'à 36 kg. La salle de musculation est peu fréquentée et la clientèle est accueillante. Il semble y avoir d'autres installations comme une piscine et un sauna, mais je ne les ai jamais utilisés. Dans l'ensemble, je la recommande, surtout si vous séjournez à proximité. Les prix lors de mon séjour étaient de 90 NTD (environ 30 $) pour un pass journée, 270 NTD (environ 90 $) pour un pass deux semaines et 450 NTD (environ 150 $) pour un pass mensuel. Ces prix sont un peu excessifs, et c'est un peu le cas.",2
La salle la plus belle et la plus merveilleuse que j'aie jamais vue. Je vous souhaite beaucoup de progrès et de succès.,2
"Ils ne répondent jamais au téléphone ! Je suis allé à leur magasin pendant les heures d'ouverture et ils étaient fermés ! J'ai laissé un mot à la porte, personne n'a rappelé. Une gestion vraiment déplorable et un service client catastrophique !",0
"Une très excellente salle de sport, merci à tout le personnel",2
"Endroit luxueux, propre et sélectionné",2
Grande salle de sport propre,2
L'un des pires services de gestion et de service client.,0
"Tu pourras jamais bénéficier de ton droit au sauna . Chaque fois une nouvelle objection . "" C'est 21h et on ferme a 22h"" "" ça prendra 30 minutes pour que sa marche"" ect ect . Bah laisse le ouvert donc ! Est ce que je devrais réserver le sauna ou quoi ! J'ai pas que ça dans ma tête je veux just me reposer après une bonne séance w tjiw etayroulou kifoi l aabd !",0
"Personnel accueillant, gym relativement propre. Les équipements moyens. Une seule machine d'escalier pour le cardio. Le sauna était hors service toute la journée.",2
Cela est le TOP Super grande salles Tout y est NE PARLONS pas de la piscine et de ses coach QUOI DEMANDER DE PLUS Merci Coachs BADDREDINE et OLFA une bouffée de plaisir de défoulement de musique LA TOTALE,2
"Une super équipe de coachs et un programme Ultra absolument génial.Tout ce qu'il faut pour s'entraîner...Super salle,moderne,très agréable de venir s'y entraîner... Les résultas sont éloquents ! j adore this place !!",2
"Je tiens à remercier Mrs khouloud de la réception de Californie gym de tunisia mall pour toute son attention,devouement et sympathie,vraiment grand bravo et bonne continuation et Bravo aussi aux équipes Coatchs ,je recommande vivement",2
Bonnes machines mais bcp de monde et peu de poids,2
Un club qui crée en toi la passion du sport !,2
❤️,2
Une bonne salle de sport,2
Accueil professionnel.,2
Lieu confirmé,1
"Je me suis inscrit spécifiquement pour pouvoir utiliser le sauna pour un problème de santé. Cependant, il n'était pas allumé sans accord préalable, et j'ai alors constaté qu'il était à la température la plus basse. J'ai demandé plusieurs fois de le changer, mais ils ont continué à mentir en prétendant l'avoir fait. Les cours et le matériel semblent bons. Je ne les ai pas beaucoup utilisés, cependant.",1
"Les entraîneurs ne sont pas professionnels, ils ignorent les gens",0
"Tout est bon : équipement, entraîneurs, un grand choix de programmes de groupe pour tous les goûts. Excellent sauna. MAIS le soir, il est difficile de trouver une place libre dans les vestiaires, la femme de ménage fait souvent semblant de nettoyer, ils peuvent mettre des tapis du sol sur les bancs.",1
"California Team est l'une de mes équipes préférées en Tunisie ⭐️ Mon premier choix est la succursale d'Urban North Center, mais celle de California Mall est également géniale🌸 J'ai eu une expérience incroyable avec Coach Salim pour l'entraînement musculaire. Je le recommande vivement ⭐️⭐️Pour les cours de body combat, habil est fantastique ! L'expérience globale a été excellente. Tout est super propre et le personnel est incroyablement sympathique.",2
"Belles machines (technogym) et belle vue mais les entraîneurs ne sont pas très professionnels, ils ignorent les adhérents qui ne sont pas en coaching privé et toute l'attention est pour les filles, ils sourient seulement avec elles et le service de restauration est très mauvais",0
"C'est vraiment dommage que les coachs de cette salle soient si mauvais et qu'ils ignorent la plupart des gens, sauf s'ils prennent des cours particuliers. L'endroit est grand et bien équipé (principalement de marque Technogym), mais la communication laisse à désirer. Horaire recommandé : avant 17 h, car il y a beaucoup de monde plus tard. *Accueil : légèrement amélioré par rapport à avant (c'était un vrai bazar). *Équipements : une multitude de machines spécialisées pour chaque groupe musculaire, haltères, appareils de cardio, machines à câbles et à poids, etc. *Salles d'entraînement : espace cardio et musculation, espace RPM, 3 salles de cours dont une salle CrossFit, et un petit espace d'entraînement libre. *Coachs : les coachs des cours collectifs sont excellents, mais ceux de la salle de musculation/cardio sont nuls et ne sourcillent même pas si quelqu'un fait un mauvais exercice qui risque de le blesser ou s'il n'arrive pas à utiliser une machine. C'est dommage, car la plupart des nouveaux membres comptent sur eux pour leur faire visiter la salle et leur montrer comment utiliser les machines. Or, les coachs ne sont généralement pas disponibles, sauf pour des séances de coaching privées. *Emplacement et parking : Le centre commercial dispose d'un parking, mais les frais de stationnement ne sont PAS inclus dans l'abonnement à la salle de sport.",0
"Très belle salle de sport, cours sympas, les professeurs sont sympas et bons, mais le reste du personnel est peu aimable : les gens de la réception sont très impolis, l'entraîneur dans la zone d'entraînement générale ne veut pas aider et essaie de vous pousser à obtenir des heures privées sinon ils ne vous montreront pas comment utiliser les machines... dommage",0
